0.5	TARGET-0001	OCR-00001	0.5	人类最强编导
0.5	TARGET-0001	OCR-00002	0.3	小红I节
2.5	TARGET-0002	OCR-00003	0.5	人类最强编导
2.5	TARGET-0002	OCR-00004	0.5	小红书
5	TARGET-0003	OCR-00005	0.3	小红书
5	TARGET-0003	OCR-00006	0.5	人类最强编导
5	TARGET-0003	OCR-00007	0.5	给自媒体人的10大建议
10	TARGET-0004	OCR-00008	0.3	小紅书
10	TARGET-0004	OCR-00009	1	人类最强编导
10	TARGET-0004	OCR-00010	0.3	第
15	TARGET-0005	OCR-00011	0.5	小红书
15	TARGET-0005	OCR-00012	1	人类最强编导
15	TARGET-0005	OCR-00013	1	请在前期泯灭你想做什么
20	TARGET-0006	OCR-00014	0.3	小红书
20	TARGET-0006	OCR-00015	0.5	人类最强編导
20	TARGET-0006	OCR-00016	1	但不是泯灭个人特色
25	TARGET-0007	OCR-00017	0.3	小紅书
25	TARGET-0007	OCR-00018	0.5	人类最强编导
30	TARGET-0008	OCR-00019	0.3	小紅书
30	TARGET-0008	OCR-00020	0.5	人类最强编导
30	TARGET-0008	OCR-00021	1	你没那个脑子欺骗越来越聪明的用户
32.5	TARGET-0009	OCR-00022	0.3	小紅书
32.5	TARGET-0009	OCR-00023	0.5	人类最强编导
32.5	TARGET-0009	OCR-00024	1	第二你的视频其实是一个产品
40	TARGET-0010	OCR-00025	0.3	小红书
40	TARGET-0010	OCR-00026	0.5	人类最强编导
40	TARGET-0010	OCR-00027	1	也要考虑平台喜好和大方向
47.5	TARGET-0011	OCR-00028	0.3	小红书
47.5	TARGET-0011	OCR-00029	0.5	人类最强编导
47.5	TARGET-0011	OCR-00030	1	也不要在26年还拍摇花手
52.5	TARGET-0012	OCR-00031	0.3	小红书
52.5	TARGET-0012	OCR-00032	0.5	人类最强编导
52.5	TARGET-0012	OCR-00033	1	第三作为一个普通人
57.5	TARGET-0013	OCR-00034	0.3	小紅书
57.5	TARGET-0013	OCR-00035	0.5	人类最强编导
62.5	TARGET-0014	OCR-00036	0.3	小紅书
62.5	TARGET-0014	OCR-00037	1	人类最强编导
62.5	TARGET-0014	OCR-00038	1	并且给你屎一样的作品投流
67.5	TARGET-0015	OCR-00039	0.3	小紅书
67.5	TARGET-0015	OCR-00040	1	人类最强编导
67.5	TARGET-0015	OCR-00041	1	投流是锦上添花
70.5	TARGET-0016	OCR-00042	0.3	小紅书
70.5	TARGET-0016	OCR-00043	1	人类最强编导
70.5	TARGET-0016	OCR-00044	1	不是雪中送炭
72	TARGET-0017	OCR-00045	0.3	小紅书
72	TARGET-0017	OCR-00046	1	人类最强编导
72	TARGET-0017	OCR-00047	0.5	第四如果你是一个商企的老板
76	TARGET-0018	OCR-00048	0.3	小红书
76	TARGET-0018	OCR-00049	0.5	人类最强绵导
76	TARGET-0018	OCR-00050	1	在你的年营收过千万之前
80	TARGET-0019	OCR-00051	0.3	小红书
80	TARGET-0019	OCR-00052	0.5	人类最强編导
80	TARGET-0019	OCR-00053	1	你没有资格做IP
85	TARGET-0020	OCR-00054	0.3	小紅书
85	TARGET-0020	OCR-00055	1	人类最强编导
90	TARGET-0021	OCR-00056	0.3	小紅书
90	TARGET-0021	OCR-00057	0.5	人类最强编导
90	TARGET-0021	OCR-00058	1	是提高品牌影响力
95	TARGET-0022	OCR-00059	0.3	小红书
95	TARGET-0022	OCR-00060	0.5	人类最强编导
95	TARGET-0022	OCR-00061	1	你没有资格现在去曲线救国
