CUE-001	0.03	2.411	开头展示教资，作为国内收入前三的编导
CUE-002	2.411	6.91	我仅用一条视频起号暗反证明了我的实力，那么今天我就要教会你报销第一步
CUE-003	6.92	9.667	人设与赛道，我首先恭喜这位朋友，你也是退到铁板
CUE-004	9.667	13.61	因为今天我要讲的就是如果在小红书爆的喜好，首先我要讲的第一个点就是
CUE-005	13.62	14.74	自媒体其实是他媒体
CUE-006	14.74	16.731	你没有任何资格去做自己喜欢的东西
CUE-007	16.731	19.47	你要做的是用户喜欢的东西，这就像做的产品一样
CUE-008	19.48	22.56	我们结合我们现有的资源以及用户需求和平台喜好
CUE-009	22.56	24.24	去决定我们去做什么的产品
CUE-010	24.24	28.3	那么为什么这些喜好我要用小红书来说呢？因为我必须要告诉大家
CUE-011	28.31	30.625	小红书是目前最适合素人喜好的平台
CUE-012	30.625	32.94	五月份我去参加了小红书的创造大会
CUE-013	32.94	36.56	他们明确提到小红书应会把百分之八十的流量给新人博主
CUE-014	36.57	37.873	当你打算起号的时候
CUE-015	37.873	42.22	千万不要埋着头直接去拍直接去发，我们要想好第一步就是先找定位
CUE-016	42.23	44.402	行程ip行程ip就是我是谁
CUE-017	44.402	48.58	作为人类最强编导，我有自己的ip十问第一个问题就是
CUE-018	48.59	51.145	自由，爱情，事业，家庭友情，你是怎么排序的？
CUE-019	51.145	55.21	第二个问题就是你最骄傲的一件事情，最正确的一次选择，你最挫折的一件事情
CUE-020	55.22	57.629	还有你的爱好特长，优点缺点，刻板行为
CUE-021	57.629	59.369	还有就是如果你还一年就死了
CUE-022	59.369	64.19	你会做哪七件事，以及星座mbti和你目前最大的三项支出，传媒的本质是人性
CUE-023	64.2	67.071	在你想做一个立体的受人喜欢的清晰的ip之前
CUE-024	67.071	72.13	你第一个要想的就是我是谁，那么这十个问题可以足够帮你剖析清楚，你到底是谁？
CUE-025	72.14	77.74	那么第二个问题就是选择赛道，Vlog很偏，口播美丽分享剧情和爱
CUE-026	77.75	79.726	那么vlog这个点我画了一个圈啊
CUE-027	79.726	83.68	这是很多新手小白想要做自媒体第一个想到的事情，那么我们将在下一期
CUE-028	83.69	85.781	Vlog如何起号里面再详细去讲
CUE-029	85.781	87.454	那么第三步呢就是分析用户
CUE-030	87.454	91.36	结合第一点你是谁和第二点选赛道去判断你的用户是什么样的人
CUE-031	91.37	93.721	那么第四个点就是我们要带入用户了
CUE-032	93.721	95.778	我们要知道用户他究竟喜欢什么
CUE-033	95.778	99.6	那么目前来看，我觉得用户的需求有六点，第一点就是审美
CUE-034	99.61	101.168	也就是看到美丽的东西
CUE-035	101.168	102.414	第二个点就是共鸣
CUE-036	102.414	108.18	第三个点就是成长，就是你所说的东西可以让用户得到价值，那么第四个点就是猎奇
CUE-037	108.19	110.714	也就是自己过的生活完全是跟他完全不一样
CUE-038	110.714	115.63	那么下一个呢是情绪，不管是失恋还是郁郁不得志，还是原生家庭，还是回避型依恋
CUE-039	115.64	120.66	这些都是情绪，那么最后个点就是解决问题，干货攻略指南，解决问题
CUE-040	120.67	123.409	那下面就来说一些客观事实了，第一个就是更新频率
CUE-041	123.409	127.46	因为我对你来说只有两个要求，第一个就是不要断更，第二个点就是要以一个
CUE-042	127.47	128.75	正常规律的更新频率
CUE-043	128.75	130.599	比如说如果你是月更博主的话
CUE-044	130.599	132.733	你肯定不会一个月不更新就算断更
CUE-045	132.733	137.43	但如果你是月更博主的话，你一个月不更新就算断更了，然后活跃就是太多
CUE-046	137.44	139.173	所谓懂自媒体的人写割韭菜了
CUE-047	139.173	140.373	我可以负责任告诉你
CUE-048	140.373	141.573	如果你的内容足够好
CUE-049	141.573	146.51	养号和活跃根不存在，不过第四点就是投流，投流只负责锦上添花，不负责雪中送炭
CUE-050	146.52	150.095	你一条屎一样的视频，你投再多流也没有任何意义，那么这个商业引流呢
CUE-051	150.095	153.67	我们指的不是那些先有产业再有账号的博主，而是那些以广告为生的博主
CUE-052	153.68	158.31	为什么我说颜值博主和那些手势舞博主擦边博主最不赚钱的，一点广告位都没有
CUE-053	158.31	163.073	怎么赚钱啊，唉，今天就先讲到这里了，我是人类最强编导woman，下期再见
